MC simulation
T = 2.50 h = 0.00 J = 1.00
Nx = 15 by Nx = 15
Nsweeps = 3000 and Nsamp = 10

Step 	 M 		 <M>
0 	 0.0000 	 0.0000
10 	 0.1822 	 0.1822
20 	 -0.0667 	 0.0578
30 	 0.1556 	 0.0904
40 	 -0.1022 	 0.0422
50 	 -0.7244 	 -0.1111
60 	 -0.5911 	 -0.1911
70 	 -0.3600 	 -0.2152
80 	 -0.2711 	 -0.2222
90 	 -0.3689 	 -0.2385
100 	 0.0222 	 -0.2124
110 	 -0.3244 	 -0.2226
120 	 0.0311 	 -0.2015
130 	 0.1378 	 -0.1754
140 	 0.5111 	 -0.1263
150 	 0.2356 	 -0.1022
160 	 0.1378 	 -0.0872
170 	 0.1467 	 -0.0735
180 	 0.6622 	 -0.0326
190 	 0.6800 	 0.0049
200 	 0.6622 	 0.0378
210 	 0.2978 	 0.0502
220 	 0.2533 	 0.0594
230 	 0.6444 	 0.0848
240 	 0.7778 	 0.1137
250 	 0.6889 	 0.1367
260 	 0.3689 	 0.1456
270 	 0.1289 	 0.1450
280 	 0.3778 	 0.1533
290 	 0.4933 	 0.1651
300 	 0.3067 	 0.1698
310 	 0.1111 	 0.1679
320 	 0.5644 	 0.1803
330 	 0.5644 	 0.1919
340 	 0.5289 	 0.2018
350 	 0.5289 	 0.2112
360 	 0.6800 	 0.2242
370 	 0.6178 	 0.2348
380 	 0.4933 	 0.2416
390 	 0.7156 	 0.2538
400 	 0.6533 	 0.2638
410 	 0.2178 	 0.2627
420 	 0.0489 	 0.2576
430 	 0.0844 	 0.2535
440 	 0.1200 	 0.2505
450 	 -0.1111 	 0.2425
460 	 -0.0400 	 0.2363
470 	 -0.2533 	 0.2259
480 	 -0.2356 	 0.2163
490 	 -0.5822 	 0.2000
500 	 -0.7244 	 0.1815
510 	 -0.8578 	 0.1611
520 	 -0.5822 	 0.1468
530 	 -0.4844 	 0.1349
540 	 -0.6000 	 0.1213
550 	 -0.6711 	 0.1069
560 	 -0.2889 	 0.0998
570 	 -0.2978 	 0.0929
580 	 -0.6622 	 0.0798
590 	 -0.8133 	 0.0647
600 	 -0.7067 	 0.0519
610 	 -0.2978 	 0.0461
620 	 -0.4578 	 0.0380
630 	 -0.3511 	 0.0318
640 	 -0.4133 	 0.0249
650 	 -0.3511 	 0.0191
660 	 -0.5822 	 0.0100
670 	 -0.6267 	 0.0005
680 	 -0.1200 	 -0.0013
690 	 -0.1200 	 -0.0030
700 	 0.3867 	 0.0025
710 	 0.5556 	 0.0103
720 	 0.6533 	 0.0193
730 	 0.4400 	 0.0250
740 	 0.3600 	 0.0295
750 	 0.1911 	 0.0317
760 	 0.3067 	 0.0353
770 	 0.1911 	 0.0373
780 	 -0.0489 	 0.0362
790 	 -0.2267 	 0.0329
800 	 -0.6267 	 0.0247
810 	 -0.6622 	 0.0162
820 	 -0.6178 	 0.0085
830 	 -0.6000 	 0.0011
840 	 -0.5467 	 -0.0054
850 	 -0.6178 	 -0.0126
860 	 -0.7689 	 -0.0214
870 	 -0.7689 	 -0.0300
880 	 -0.8667 	 -0.0395
890 	 -0.7778 	 -0.0478
900 	 -0.6267 	 -0.0542
910 	 -0.7511 	 -0.0619
920 	 -0.5111 	 -0.0668
930 	 -0.5644 	 -0.0721
940 	 -0.4667 	 -0.0763
950 	 -0.5111 	 -0.0809
960 	 -0.6444 	 -0.0868
970 	 -0.6356 	 -0.0924
980 	 -0.2444 	 -0.0940
990 	 -0.2267 	 -0.0953
1000 	 -0.4044 	 -0.0984
1010 	 -0.4667 	 -0.1020
1020 	 -0.7511 	 -0.1084
1030 	 -0.5733 	 -0.1129
1040 	 -0.3067 	 -0.1148
1050 	 -0.0933 	 -0.1146
1060 	 0.1289 	 -0.1123
1070 	 0.4044 	 -0.1075
1080 	 -0.0400 	 -0.1068
1090 	 -0.2978 	 -0.1086
1100 	 0.0222 	 -0.1074
1110 	 -0.0933 	 -0.1073
1120 	 0.0756 	 -0.1056
1130 	 0.0578 	 -0.1042
1140 	 -0.3689 	 -0.1065
1150 	 -0.3511 	 -0.1086
1160 	 -0.6533 	 -0.1133
1170 	 -0.7422 	 -0.1187
1180 	 -0.5111 	 -0.1220
1190 	 -0.7333 	 -0.1272
1200 	 -0.7156 	 -0.1321
1210 	 -0.8844 	 -0.1383
1220 	 -0.7956 	 -0.1437
1230 	 -0.6622 	 -0.1479
1240 	 -0.5378 	 -0.1510
1250 	 -0.5200 	 -0.1540
1260 	 -0.7867 	 -0.1590
1270 	 -0.7156 	 -0.1634
1280 	 -0.5289 	 -0.1663
1290 	 -0.6711 	 -0.1702
1300 	 -0.5556 	 -0.1731
1310 	 -0.3422 	 -0.1744
1320 	 0.1911 	 -0.1716
1330 	 0.4044 	 -0.1673
1340 	 0.5200 	 -0.1622
1350 	 0.3778 	 -0.1582
1360 	 0.0489 	 -0.1567
1370 	 0.1822 	 -0.1542
1380 	 0.2356 	 -0.1514
1390 	 0.1378 	 -0.1493
1400 	 -0.0578 	 -0.1486
1410 	 -0.3956 	 -0.1504
1420 	 -0.7600 	 -0.1547
1430 	 -0.7333 	 -0.1587
1440 	 -0.5200 	 -0.1612
1450 	 -0.7778 	 -0.1655
1460 	 -0.4133 	 -0.1672
1470 	 0.0578 	 -0.1657
1480 	 0.4133 	 -0.1617
1490 	 0.4756 	 -0.1575
1500 	 0.4578 	 -0.1534
1510 	 0.2267 	 -0.1508
1520 	 -0.0489 	 -0.1502
1530 	 -0.1822 	 -0.1504
1540 	 -0.4756 	 -0.1525
1550 	 -0.3956 	 -0.1541
1560 	 -0.4844 	 -0.1562
1570 	 -0.5556 	 -0.1587
1580 	 -0.5289 	 -0.1611
1590 	 -0.4133 	 -0.1627
1600 	 -0.0133 	 -0.1617
1610 	 -0.0756 	 -0.1612
1620 	 0.0044 	 -0.1602
1630 	 0.4489 	 -0.1564
1640 	 0.1644 	 -0.1545
1650 	 -0.1378 	 -0.1544
1660 	 -0.1911 	 -0.1546
1670 	 0.3156 	 -0.1518
1680 	 0.2000 	 -0.1497
1690 	 0.1644 	 -0.1478
1700 	 -0.3156 	 -0.1488
1710 	 -0.2711 	 -0.1495
1720 	 0.2178 	 -0.1474
1730 	 0.0133 	 -0.1465
1740 	 0.2356 	 -0.1443
1750 	 0.4578 	 -0.1408
1760 	 0.4844 	 -0.1373
1770 	 0.4578 	 -0.1339
1780 	 0.6622 	 -0.1294
1790 	 0.7067 	 -0.1248
1800 	 0.8133 	 -0.1196
1810 	 0.5289 	 -0.1160
